label,ss
in vitro transcription reconstitution assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007804]
temperature-sensitive mutant phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006099]
cell growth regulation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005638]
x-ray crystallography evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005671]
biological system reconstruction evidence by experimental evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007828]
natural variation mutant evidence,[http://purl.obolibrary.org/obo/ECO_0001103]
rotary shadowing electron microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0006250]
high-performance liquid chromatography evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001272]
glutathione S-transferase pull-down assay evidence,[http://purl.obolibrary.org/obo/ECO_0001817]
proton-based nuclear magnetic resonance evidence,[http://purl.obolibrary.org/obo/ECO_0006176]
flow cell biofilm assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007072]
whole transcript splice pattern evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000329]
51Cr release assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007336]
match to sequence model evidence,[http://purl.obolibrary.org/obo/ECO_0000202]
molecular mechanics simulation evidence,[http://purl.obolibrary.org/obo/ECO_0006138]
co-purification evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007567]
computationally derived logical inference from automatic assertion used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005540]
cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006224]
fluorescence recovery after photobleaching evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006067]
cell growth assay evidence,[http://purl.obolibrary.org/obo/ECO_0001563]
in vivo assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007119]
anion-exchange chromatography evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001147]
quantitative polymerase chain reaction evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007521]
DNA adenine methyltransferase identification evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005628]
biological system reconstruction evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007746]
nuclear magnetic resonance spectroscopy-based hydrogen-deuterium exchange evidence,[http://purl.obolibrary.org/obo/ECO_0006175]
nuclease protection assay evidence,[http://purl.obolibrary.org/obo/ECO_0001106]
Nimblegen array evidence,[http://purl.obolibrary.org/obo/ECO_0000105]
bait-prey hybrid interaction evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007432]
immunoperoxidase immunolocalization evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005595]
motility assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007296]
protein hydrogen-deuterium exchange mass spectrometry evidence,[http://purl.obolibrary.org/obo/ECO_0006195]
urea-induced protein unfolding evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006314]
author statement from published clinical study used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006017]
colony counting evidence,[http://purl.obolibrary.org/obo/ECO_0001027]
yeast one-hybrid evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006079]
fluorescence polarization evidence,[http://purl.obolibrary.org/obo/ECO_0006248]
acetylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007713]
methylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007704]
MTS assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001234]
host colonization assay evidence,[http://purl.obolibrary.org/obo/ECO_0001830]
scanning electron microscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007046]
ion trap mass spectrometry evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001588]
differential methylation hybridization evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000274]
immunolocalization evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006031]
transmitted light brightfied mircoscopy evidence,[http://purl.obolibrary.org/obo/ECO_0007051]
voucher specimen phenotypic analysis evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007197]
pharmacological assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007559]
biological system reconstruction evidence based on orthology evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007481]
cell growth assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007778]
competitive growth assay evidence,[http://purl.obolibrary.org/obo/ECO_0000336]
cap analysis of gene expression evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007248]
immunofluorescence confocal microscopy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007496]
transgenic organism evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007465]
lipid binding assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007428]
palmitoylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001555]
cell viability assay evidence,[http://purl.obolibrary.org/obo/ECO_0005004]
in vivo farnesylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001081]
southern hybridization evidence,[http://purl.obolibrary.org/obo/ECO_0000078]
chromatin immunoprecipitation-chip evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006007]
SOLiD sequencing evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007231]
in vivo desumoylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001080]
induced mutation evidence,[http://purl.obolibrary.org/obo/ECO_0001056]
nuclear magnetic resonance spectroscopy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006164]
automatically integrated combinatorial computational evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007653]
heat capacity-based evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006230]
protein dot blot assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001250]
phylogenetic distribution evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007257]
copper transport assay evidence,[http://purl.obolibrary.org/obo/ECO_0007035]
deletion mutation phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007379]
immunoperoxidase immunolocalization electron microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0005596]
fluorescent sensor evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007548]
tryptic phosphopeptide mapping assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007464]
resonant mirror biosensor evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001271]
dominant-negative mutant phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001179]
functional complementation in heterologous system evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006097]
luciferase reporter gene assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007516]
deglycosylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0006255]
curator inference from dictionary used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007839]
small-angle neutron scattering evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006215]
in vivo acetylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001074]
caspase assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007355]
DNA affinity chromatography evidence,[http://purl.obolibrary.org/obo/ECO_0001809]
infection assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001835]
suppressor/enhancer interaction phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0000052]
cell-attached single-channel recording evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007176]
author statement supported by traceable reference,[http://purl.obolibrary.org/obo/ECO_0000033]
anti-sense experiment evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007556]
in vitro methylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001198]
peptide affinity enrichment evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001244]
cleavage assay evidence,[http://purl.obolibrary.org/obo/ECO_0001547]
experimental evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000269]
in vivo methylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007418]
translation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007799]
electroencephalography recording evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007283]
dominant-negative mutant phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0001042]
TACE activity assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007467]
Etest evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007629]
palmitoylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007792]
ectopic expression evidence,[http://purl.obolibrary.org/obo/ECO_0000017]
protein BLAST evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000211]
native protein gel electrophoresis evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006305]
direct hemagglutination assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007028]
electroencephalography recording evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007179]
flow cell biofilm assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007622]
transcriptional activation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007632]
cell aggregation evidence,[http://purl.obolibrary.org/obo/ECO_0006269]
RNAi evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007558]
mass spectrometry evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007433]
histochemistry evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001185]
nucleotide sequencing assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007733]
localization evidence,[http://purl.obolibrary.org/obo/ECO_0001533]
duplication mutation evidence,[http://purl.obolibrary.org/obo/ECO_0005511]
DNA dot blot assay evidence,[http://purl.obolibrary.org/obo/ECO_0005522]
manually integrated combinatorial evidence,[http://purl.obolibrary.org/obo/ECO_0007674]
rapid amplification of cDNA ends polymerase chain reaction evidence,[http://purl.obolibrary.org/obo/ECO_0001820]
syngeneic transplantation experiment evidence,[http://purl.obolibrary.org/obo/ECO_0001128]
whole-cell patch-clamp recording evidence,[http://purl.obolibrary.org/obo/ECO_0006014]
RNA sequencing assay evidence,[http://purl.obolibrary.org/obo/ECO_0001821]
affinity evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006075]
phylogenetic determination of loss of key residues evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000320]
whole-cell voltage clamp recording evidence,[http://purl.obolibrary.org/obo/ECO_0005572]
51Cr release assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001139]
small-angle neutron scattering evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006214]
in vitro culture assay evidence,[http://purl.obolibrary.org/obo/ECO_0000182]
heat capacity-based evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006231]
fluorescence in situ hybridization evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007386]
Fourier-transform infrared spectroscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006228]
immunocytochemistry evidence,[http://purl.obolibrary.org/obo/ECO_0001053]
combinatorial experimental and curator inference evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007014]
conditional knockout evidence,[http://purl.obolibrary.org/obo/ECO_0001030]
cross-linking evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007372]
quantum mechanics/molecular mechanics simulation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006137]
splice site mutation phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007167]
adoptive cell transfer evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001144]
genetically encoded fluorescent sensor evidence,[http://purl.obolibrary.org/obo/ECO_0006036]
Northwestern blot evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006087]
cDNA to DNA expression microarray evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005630]
conditional knockout evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001168]
cell proliferation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007696]
manually integrated combinatorial computational evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007649]
competitive binding evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006310]
beta-galactosidase reporter gene assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007500]
colony diameter phenotype evidence,[http://purl.obolibrary.org/obo/ECO_0001571]
static light scattering assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007619]
adhesion assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001143]
luminescence-based mammalian interactome mapping assay evidence,[http://purl.obolibrary.org/obo/ECO_0001093]
in vivo translation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001088]
analytical ultracentrifugation evidence,[http://purl.obolibrary.org/obo/ECO_0006247]
phenomic profiling assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007624]
small interfering RNA knockdown evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0001584]
silent mutation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007162]
mixed support of intron positions by RNA-sequencing alignment evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006173]
galactokinase reporter gene assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006241]
transmitted light brightfied mircoscopy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007612]
heterologous system uptake evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007218]
dynamic light scattering assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007618]
membrane fusion assay evidence,[http://purl.obolibrary.org/obo/ECO_0001574]
double mutant phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007582]
manually integrated combinatorial experimental evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007657]
beta-glucuronidase fusion protein localization evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007212]
palmitoylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007712]
biological system reconstruction evidence based on inference from background scientific knowledge used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007484]
lipid binding assay evidence,[http://purl.obolibrary.org/obo/ECO_0001092]
flow cell biofilm assay evidence,[http://purl.obolibrary.org/obo/ECO_0007071]
atomic force microscopy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0001590]
macropatch voltage clamp recording evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007286]
fluorescence evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001249]
gel electrophoresis evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007769]
protein mass spectrometry evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007184]
co-immunoprecipitation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007546]
nano-cap analysis of gene expression evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007145]
evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000352]
xenotransplantation phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0001137]
inference by association of genotype from phenotype,[http://purl.obolibrary.org/obo/ECO_0005613]
match to InterPro member signature evidence,[http://purl.obolibrary.org/obo/ECO_0000029]
static fluorescence quenching evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006330]
luciferase reporter gene assay evidence,[http://purl.obolibrary.org/obo/ECO_0001805]
cross-streak test evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007185]
curator inference from authoritative source,[http://purl.obolibrary.org/obo/ECO_0007647]
staining evidence,[http://purl.obolibrary.org/obo/ECO_0005019]
spatial pattern of protein expression evidence,[http://purl.obolibrary.org/obo/ECO_0000045]
motif discovery evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005559]
in vitro polyADP-ribosylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001201]
author statement from published clinical study,[http://purl.obolibrary.org/obo/ECO_0006016]
time-lapsed microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0007047]
in vitro translation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007408]
bromodeoxyuridine incorporation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007353]
pairwise sequence alignment evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005560]
biological aspect of ancestor evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000318]
crystal violet staining evidence,[http://purl.obolibrary.org/obo/ECO_0007069]
in vivo transcription assay evidence,[http://purl.obolibrary.org/obo/ECO_0001087]
syngeneic transplantation experiment evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001259]
farnesylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007800]
fractionation evidence,[http://purl.obolibrary.org/obo/ECO_0000100]
liquid chromatography coupled with tandem mass spectrometry evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001582]
multiple sequence alignment evidence,[http://purl.obolibrary.org/obo/ECO_0005555]
biological system reconstruction evidence by experimental evidence from mixed species,[http://purl.obolibrary.org/obo/ECO_0005552]
surface plasmon resonance evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001269]
protein separation followed by direct sequencing evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007112]
inferential evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007832]
mixed support of intron positions by RNA-sequencing alignment evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006174]
differential hybridization evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007314]
viscosity measurement evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006326]
Northwestern blot evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007575]
WST-1 assay evidence,[http://purl.obolibrary.org/obo/ECO_0001136]
inference from phenotype manipulation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007294]
repeat expansion mutation phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007166]
single channel conductance evidence,[http://purl.obolibrary.org/obo/ECO_0005565]
nucleic acid binding evidence,[http://purl.obolibrary.org/obo/ECO_0000136]
pH-induced protein unfolding evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006315]
3C evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007823]
transcript expression evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000291]
combinatorial experimental and author inference evidence contained in single publication,[http://purl.obolibrary.org/obo/ECO_0006186]
deubiquitination assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007711]
in vitro assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007226]
analytical ultracentrifugation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006276]
quantitative mass spectrometry evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007454]
green fluorescent protein fusion protein localization evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007210]
fluorescence evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007450]
Illumina sequencing evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007229]
immunohistochemistry evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007392]
biological aspect of descendant evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000319]
inference from background scientific knowledge used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000306]
differential scanning calorimetry evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006232]
comparative genomics motif search evidence,[http://purl.obolibrary.org/obo/ECO_0005534]
author statement without traceable support used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007320]
machine learning prediction of motif instance evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005649]
radioimmunoassay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001255]
DNA to cDNA expression microarray evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000285]
northern blot evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005653]
substance quantification evidence,[http://purl.obolibrary.org/obo/ECO_0000335]
biological system reconstruction evidence based on homology evidence,[http://purl.obolibrary.org/obo/ECO_0005549]
DNA dot blot assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005523]
cross-linking evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001170]
cell-attached single-channel recording evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007280]
Raman spectroscopy evidence,[http://purl.obolibrary.org/obo/ECO_0006259]
transient rescue experiment evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006093]
silent mutation evidence,[http://purl.obolibrary.org/obo/ECO_0005508]
in vivo phosphatase assay evidence,[http://purl.obolibrary.org/obo/ECO_0001084]
sequence alignment evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000247]
fluorescence recovery after photobleaching evidence,[http://purl.obolibrary.org/obo/ECO_0006066]
small-angle X-ray scattering evidence,[http://purl.obolibrary.org/obo/ECO_0006182]
immunoprecipitation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005644]
transcript expression evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007303]
differential interference contrast microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0007055]
protein thermal shift assay evidence,[http://purl.obolibrary.org/obo/ECO_0006260]
electrophysiology assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007535]
blocking monoclonal antibody evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001150]
cRNA to DNA expression microarray evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007300]
electrospray ionization fourier transform ion cyclotron resonance mass spectrometry evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006283]
in vitro methylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001065]
filter binding assay evidence,[http://purl.obolibrary.org/obo/ECO_0001046]
chromatin immunoprecipitation- exonuclease evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005619]
cell growth regulation assay evidence,[http://purl.obolibrary.org/obo/ECO_0000095]
pairwise sequence alignment evidence,[http://purl.obolibrary.org/obo/ECO_0005554]
mRNA interactome capture evidence,[http://purl.obolibrary.org/obo/ECO_0006010]
high throughput mass spectrometry evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005586]
in vitro ubiquitination assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007409]
immunodepletion evidence,[http://purl.obolibrary.org/obo/ECO_0001054]
animal model system study evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007224]
wide-field fluorescence microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0005598]
far-UV circular dichroism evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006204]
point mutation phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001247]
blocking peptide evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001151]
thin layer chromatography evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007110]
fractionation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006005]
acetylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001546]
in vivo cleavage assay evidence,[http://purl.obolibrary.org/obo/ECO_0001075]
macroscopy evidence,[http://purl.obolibrary.org/obo/ECO_0001094]
immunodepletion evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007391]
direct assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000314]
biological system reconstruction evidence based on paralogy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005546]
crystal violet staining evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007070]
ribosome profiling evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007630]
carboxyfluorescein diacetate succinimidyl ester staining evidence,[http://purl.obolibrary.org/obo/ECO_0001022]
transmembrane domain prediction evidence,[http://purl.obolibrary.org/obo/ECO_0000083]
Kadouri drip-fed biofilm assay evidence,[http://purl.obolibrary.org/obo/ECO_0006028]
reconstituted bilayer single-channel patch recording evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007282]
phenomic profiling assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007076]
expression microarray evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007301]
colony papillation assay phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007068]
genomic systematic evolution of ligands by exponential amplification evidence,[http://purl.obolibrary.org/obo/ECO_0001812]
immunofluorescence wide-field microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0005599]
curator inference from Merriam-Webster Dictionary used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007763]
ad-hoc quantitative phenotype observation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005676]
high throughput direct assay evidence,[http://purl.obolibrary.org/obo/ECO_0007004]
automatically integrated combinatorial computational evidence,[http://purl.obolibrary.org/obo/ECO_0007651]
use dependence of inactivation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007173]
curator inference used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000305]
viral hemagglutination inhibition assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007030]
far-UV circular dichroism evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006205]
two-dimensional agarose gel electrophoresis evidence,[http://purl.obolibrary.org/obo/ECO_0000339]
multilocus sequence typing evidence,[http://purl.obolibrary.org/obo/ECO_0001598]
Raman spectroscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006299]
cytotoxicity assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007781]
cell viability assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007774]
agglutination test evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007020]
transient rescue experiment evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007580]
current clamp recording evidence,[http://purl.obolibrary.org/obo/ECO_0005571]
phase contrast microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0007049]
optogenetic evidence,[http://purl.obolibrary.org/obo/ECO_0006032]
natural variation mutant evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007440]
epistatic interaction phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0000056]
molecular mechanics simulation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006139]
phylogenetic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007750]
electrospray ionization fourier transform ion cyclotron resonance mass spectrometry evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006284]
colony color phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007080]
protein mass spectrometry evidence,[http://purl.obolibrary.org/obo/ECO_0005603]
pulsed-field gel electrophoresis evidence,[http://purl.obolibrary.org/obo/ECO_0000338]
super-resolution microscopy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007533]
over expression analysis evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006063]
